N,α,nD,n_max,fraction_of_successful_runs
1000,1.7900000000000011,100,100,0.0
1000,1.8000000000000012,100,100,0.0
1000,1.8100000000000012,100,100,0.0
1000,1.8200000000000012,100,100,0.0
1000,1.8300000000000012,100,100,0.0
1000,1.8400000000000012,100,100,0.0
1000,1.8500000000000012,100,100,0.0
1000,1.8600000000000012,100,100,0.0
1000,1.8700000000000012,100,100,0.0
1000,1.8800000000000012,100,100,0.0
1000,1.8900000000000012,100,100,0.0
1000,1.9000000000000012,100,100,0.0
1000,1.9100000000000013,100,100,0.0
1000,1.9200000000000013,100,100,0.0
1000,1.9300000000000013,100,100,0.0
1000,1.9400000000000013,100,100,0.0
1000,1.9500000000000013,100,100,0.0
1000,1.9600000000000013,100,100,0.0
1000,1.9700000000000013,100,100,0.0
1000,1.9800000000000013,100,100,0.0
1000,1.9900000000000013,100,100,0.0
1000,2.0000000000000013,100,100,0.0
1000,2.0100000000000016,100,100,0.0
1000,2.0200000000000014,100,100,0.0
1000,2.030000000000001,100,100,0.0
1000,2.0400000000000014,100,100,0.0
1000,2.0500000000000016,100,100,0.0
1000,2.0600000000000014,100,100,0.0
1000,2.070000000000001,100,100,0.0
1000,2.0800000000000014,100,100,0.0
1000,2.0900000000000016,100,100,0.0
1000,2.1000000000000014,100,100,0.0
1000,2.110000000000001,100,100,0.0
1000,2.1200000000000014,100,100,0.0
1000,2.1300000000000017,100,100,0.0
1000,2.1400000000000015,100,100,0.0
1000,2.1500000000000012,100,100,0.0
1000,2.1600000000000015,100,100,0.0
1000,2.1700000000000017,100,100,0.0
1000,2.1800000000000015,100,100,0.0
1000,2.1900000000000013,100,100,0.0
1000,2.2000000000000015,100,100,0.0
1000,2.2100000000000017,100,100,0.0
1000,2.2200000000000015,100,100,0.0
1000,2.2300000000000013,100,100,0.0
1000,2.2400000000000015,100,100,0.0
1000,2.2500000000000018,100,100,0.0
1000,2.2600000000000016,100,100,0.0
1000,2.2700000000000014,100,100,0.0
1000,2.2800000000000016,100,100,0.0
1000,2.290000000000002,100,100,0.0
1000,2.3000000000000016,100,100,0.0
1000,2.3100000000000014,100,100,0.0
1000,2.3200000000000016,100,100,0.0
1000,2.330000000000002,100,100,0.0
1000,2.3400000000000016,100,100,0.0
1000,2.3500000000000014,100,100,0.0
1000,2.3600000000000017,100,100,0.0
1000,2.370000000000002,100,100,0.0
1000,2.3800000000000017,100,100,0.0
1000,2.3900000000000015,100,100,0.0
1000,2.4000000000000017,100,100,0.0
1000,2.410000000000002,100,100,0.0
1000,2.4200000000000017,100,100,0.0
1000,2.4300000000000015,100,100,0.0
1000,2.4400000000000017,100,100,0.0
1000,2.450000000000002,100,100,0.0
1000,2.4600000000000017,100,100,0.0
1000,2.4700000000000015,100,100,0.0
1000,2.4800000000000018,100,100,0.0
1000,2.490000000000002,100,100,0.0
1000,2.5000000000000018,100,100,0.0
1000,2.5100000000000016,100,100,0.0
1000,2.520000000000002,100,100,0.0
1000,2.530000000000002,100,100,0.0
1000,2.540000000000002,100,100,0.0
1000,2.5500000000000016,100,100,0.0
1000,2.560000000000002,100,100,0.0
1000,2.570000000000002,100,100,0.0
1000,2.580000000000002,100,100,0.0
1000,2.5900000000000016,100,100,0.0
1000,2.600000000000002,100,100,0.0
1000,2.610000000000002,100,100,0.0
1000,2.620000000000002,100,100,0.0
1000,2.6300000000000017,100,100,0.0
1000,2.640000000000002,100,100,0.0
1000,2.650000000000002,100,100,0.0
1000,2.660000000000002,100,100,0.0
1000,2.6700000000000017,100,100,0.0
1000,2.680000000000002,100,100,0.0
1000,2.690000000000002,100,100,0.0
1000,2.700000000000002,100,100,0.0
1000,2.7100000000000017,100,100,0.0
1000,2.720000000000002,100,100,0.0
1000,2.730000000000002,100,100,0.0
1000,2.740000000000002,100,100,0.0
1000,2.7500000000000018,100,100,0.0
1000,2.760000000000002,100,100,0.0
1000,2.7700000000000022,100,100,0.0
1000,2.780000000000002,100,100,0.0
1000,2.790000000000002,100,100,0.0
1000,2.800000000000002,100,100,0.0
1000,2.8100000000000023,100,100,0.0
1000,2.820000000000002,100,100,0.0
1000,2.830000000000002,100,100,0.0
1000,2.840000000000002,100,100,0.0
1000,2.8500000000000023,100,100,0.0
1000,2.860000000000002,100,100,0.0
1000,2.870000000000002,100,100,0.0
1000,2.880000000000002,100,100,0.0
1000,2.8900000000000023,100,100,0.0
1000,2.900000000000002,100,100,0.0
1000,2.910000000000002,100,100,0.0
1000,2.920000000000002,100,100,0.0
1000,2.9300000000000024,100,100,0.0
1000,2.940000000000002,100,100,0.0
1000,2.950000000000002,100,100,0.0
1000,2.960000000000002,100,100,0.0
1000,2.9700000000000024,100,100,0.0
1000,2.980000000000002,100,100,0.0
1000,2.990000000000002,100,100,0.0
1000,3.000000000000002,100,100,0.0
1000,3.0100000000000025,100,100,0.0
1000,3.0200000000000022,100,100,0.0
1000,3.030000000000002,100,100,0.0
1000,3.0400000000000023,100,100,0.0
1000,3.0500000000000025,100,100,0.0
1000,3.0600000000000023,100,100,0.0
1000,3.070000000000002,100,100,0.0
1000,3.0800000000000023,100,100,0.0
1000,3.0900000000000025,100,100,0.0
1000,3.1000000000000023,100,100,0.0
1000,3.110000000000002,100,100,0.0
1000,3.1200000000000023,100,100,0.0
1000,3.1300000000000026,100,100,0.0
1000,3.1400000000000023,100,100,0.0
1000,3.150000000000002,100,100,0.0
1000,3.1600000000000024,100,100,0.0
1000,3.1700000000000026,100,100,0.0
1000,3.1800000000000024,100,100,0.0
1000,3.190000000000002,100,100,0.0
1000,3.2000000000000024,100,100,0.0
1000,3.2100000000000026,100,100,0.0
1000,3.2200000000000024,100,100,0.0
1000,3.230000000000002,100,100,0.0
1000,3.2400000000000024,100,100,0.0
1000,3.2500000000000027,100,100,0.0
1000,3.2600000000000025,100,100,0.0
1000,3.2700000000000022,100,100,0.0
1000,3.2800000000000025,100,100,0.0
1000,3.2900000000000027,100,100,0.0
1000,3.3000000000000025,100,100,0.0
1000,3.3100000000000023,100,100,0.0
1000,3.3200000000000025,100,100,0.0
1000,3.3300000000000027,100,100,0.0
1000,3.3400000000000025,100,100,0.0
1000,3.3500000000000023,100,100,0.0
1000,3.3600000000000025,100,100,0.0
1000,3.3700000000000028,100,100,0.0
1000,3.3800000000000026,100,100,0.0
1000,3.3900000000000023,100,100,0.0
1000,3.4000000000000026,100,100,0.0
1000,3.410000000000003,100,100,0.0
1000,3.4200000000000026,100,100,0.0
1000,3.4300000000000024,100,100,0.0
1000,3.4400000000000026,100,100,0.0
1000,3.450000000000003,100,100,0.0
1000,3.4600000000000026,100,100,0.0
1000,3.4700000000000024,100,100,0.0
1000,3.4800000000000026,100,100,0.0
1000,3.490000000000003,100,100,0.0
1000,3.5000000000000027,100,100,0.0
1000,3.5100000000000025,100,100,0.0
1000,3.5200000000000027,100,100,0.0
1000,3.530000000000003,100,100,0.0
1000,3.5400000000000027,100,100,0.0
1000,3.5500000000000025,100,100,0.0
1000,3.5600000000000027,100,100,0.0
1000,3.570000000000003,100,100,0.0
1000,3.5800000000000027,100,100,0.0
1000,3.5900000000000025,100,100,0.0
1000,3.6000000000000028,100,100,0.0
1000,3.610000000000003,100,100,0.0
1000,3.6200000000000028,100,100,0.0
1000,3.6300000000000026,100,100,0.0
1000,3.640000000000003,100,100,0.0
1000,3.650000000000003,100,100,0.0
1000,3.660000000000003,100,100,0.0
1000,3.6700000000000026,100,100,0.0
1000,3.680000000000003,100,100,0.0
1000,3.690000000000003,100,100,0.0
1000,3.700000000000003,100,100,0.0
1000,3.7100000000000026,100,100,0.0
1000,3.720000000000003,100,100,0.0
1000,3.730000000000003,100,100,0.0
1000,3.740000000000003,100,100,0.0
1000,3.7500000000000027,100,100,0.0
1000,3.760000000000003,100,100,0.0
1000,3.770000000000003,100,100,0.0
1000,3.780000000000003,100,100,0.0
1000,3.7900000000000027,100,100,0.0
1000,3.800000000000003,100,100,0.0
1000,3.810000000000003,100,100,0.0
1000,3.820000000000003,100,100,0.0
1000,3.8300000000000027,100,100,0.0
1000,3.840000000000003,100,100,0.0
1000,3.850000000000003,100,100,0.0
1000,3.860000000000003,100,100,0.0
1000,3.8700000000000028,100,100,0.0
1000,3.880000000000003,100,100,0.0
1000,3.8900000000000032,100,100,0.0
1000,3.900000000000003,100,100,0.0
1000,3.910000000000003,100,100,0.0
1000,3.920000000000003,100,100,0.0
1000,3.9300000000000033,100,100,0.0
1000,3.940000000000003,100,100,0.0
1000,3.950000000000003,100,100,0.0
1000,3.960000000000003,100,100,0.0
1000,3.9700000000000033,100,100,0.0
1000,3.980000000000003,100,100,0.0
1000,3.990000000000003,100,100,0.0
