N,α,nD,n_max,fraction_of_successful_runs
2000,0.5,100,100,1.0
2000,0.75,100,100,1.0
2000,1.0,100,100,1.0
2000,1.25,100,100,0.98
2000,1.5,100,100,0.0
2000,1.75,100,100,0.0
2000,2.0,100,100,0.0
2000,2.25,100,100,0.0
2000,2.5,100,100,0.0
2000,2.75,100,100,0.0
2000,3.0,100,100,0.0
2000,3.25,100,100,0.0
2000,3.5,100,100,0.0
2000,3.75,100,100,0.0
