N,α,nD,n_max,fraction_of_successful_runs
100,0.5,100,100,1.0
100,0.75,100,100,1.0
100,1.0,100,100,1.0
100,1.25,100,100,1.0
100,1.5,100,100,0.88
100,1.75,100,100,0.23
100,2.0,100,100,0.0
100,2.25,100,100,0.0
100,2.5,100,100,0.0
100,2.75,100,100,0.0
100,3.0,100,100,0.0
100,3.25,100,100,0.0
100,3.5,100,100,0.0
100,3.75,100,100,0.0
