N,α,nD,n_max,fraction_of_successful_runs
100,4.005000000000003,5000,100,0.0
100,4.010000000000003,5000,100,0.0
100,4.015000000000003,5000,100,0.0
100,4.020000000000003,5000,100,0.0
100,4.025000000000003,5000,100,0.0
100,4.030000000000003,5000,100,0.0
100,4.035000000000004,5000,100,0.0
100,4.040000000000003,5000,100,0.0
100,4.0450000000000035,5000,100,0.0
100,4.050000000000003,5000,100,0.0
100,4.055000000000003,5000,100,0.0
100,4.060000000000003,5000,100,0.0
100,4.065000000000003,5000,100,0.0
100,4.070000000000003,5000,100,0.0
100,4.075000000000003,5000,100,0.0
100,4.080000000000004,5000,100,0.0
100,4.085000000000003,5000,100,0.0
100,4.090000000000003,5000,100,0.0
100,4.095000000000003,5000,100,0.0
100,4.100000000000003,5000,100,0.0
100,4.105000000000003,5000,100,0.0
100,4.110000000000003,5000,100,0.0
100,4.115000000000004,5000,100,0.0
100,4.120000000000003,5000,100,0.0
100,4.1250000000000036,5000,100,0.0
100,4.1300000000000034,5000,100,0.0
100,4.135000000000003,5000,100,0.0
100,4.140000000000003,5000,100,0.0
100,4.145000000000003,5000,100,0.0
100,4.150000000000003,5000,100,0.0
100,4.155000000000003,5000,100,0.0
100,4.160000000000004,5000,100,0.0
100,4.165000000000003,5000,100,0.0
100,4.1700000000000035,5000,100,0.0
100,4.175000000000003,5000,100,0.0
100,4.180000000000003,5000,100,0.0
100,4.185000000000003,5000,100,0.0
100,4.190000000000003,5000,100,0.0
100,4.195000000000004,5000,100,0.0
100,4.200000000000003,5000,100,0.0
100,4.205000000000004,5000,100,0.0
100,4.2100000000000035,5000,100,0.0
100,4.215000000000003,5000,100,0.0
100,4.220000000000003,5000,100,0.0
100,4.225000000000003,5000,100,0.0
100,4.230000000000003,5000,100,0.0
100,4.235000000000003,5000,100,0.0
100,4.240000000000004,5000,100,0.0
100,4.245000000000003,5000,100,0.0
100,4.2500000000000036,5000,100,0.0
100,4.2550000000000034,5000,100,0.0
100,4.260000000000003,5000,100,0.0
100,4.265000000000003,5000,100,0.0
100,4.270000000000003,5000,100,0.0
100,4.275000000000004,5000,100,0.0
100,4.280000000000003,5000,100,0.0
100,4.285000000000004,5000,100,0.0
100,4.290000000000004,5000,100,0.0
100,4.2950000000000035,5000,100,0.0
100,4.300000000000003,5000,100,0.0
100,4.305000000000003,5000,100,0.0
100,4.310000000000003,5000,100,0.0
100,4.315000000000003,5000,100,0.0
100,4.320000000000004,5000,100,0.0
100,4.325000000000003,5000,100,0.0
100,4.330000000000004,5000,100,0.0
100,4.3350000000000035,5000,100,0.0
100,4.340000000000003,5000,100,0.0
100,4.345000000000003,5000,100,0.0
100,4.350000000000003,5000,100,0.0
100,4.355000000000004,5000,100,0.0
100,4.360000000000003,5000,100,0.0
100,4.365000000000004,5000,100,0.0
100,4.370000000000004,5000,100,0.0
100,4.3750000000000036,5000,100,0.0
100,4.3800000000000034,5000,100,0.0
100,4.385000000000003,5000,100,0.0
100,4.390000000000003,5000,100,0.0
100,4.395000000000003,5000,100,0.0
100,4.400000000000004,5000,100,0.0
100,4.405000000000003,5000,100,0.0
100,4.410000000000004,5000,100,0.0
100,4.415000000000004,5000,100,0.0
100,4.4200000000000035,5000,100,0.0
100,4.425000000000003,5000,100,0.0
100,4.430000000000003,5000,100,0.0
100,4.435000000000004,5000,100,0.0
100,4.440000000000003,5000,100,0.0
100,4.445000000000004,5000,100,0.0
100,4.450000000000004,5000,100,0.0
100,4.455000000000004,5000,100,0.0
100,4.4600000000000035,5000,100,0.0
100,4.465000000000003,5000,100,0.0
100,4.470000000000003,5000,100,0.0
100,4.475000000000003,5000,100,0.0
100,4.480000000000004,5000,100,0.0
100,4.485000000000003,5000,100,0.0
100,4.490000000000004,5000,100,0.0
100,4.495000000000004,5000,100,0.0
